web-scraper-order,web-scraper-start-url,pages,pages-href,college,1st_year_fees,eligibility,details,city,image-src,course_name
1630560907-793,https://studyabroad.shiksha.com/ms-in-abroad-dc11509,12,https://studyabroad.shiksha.com/ms-in-abroad-dc11509-12,Sheffield Hallam University, 13.7 Lakhs,"Eligibility
                                                                            
                                                                                        IELTS: 6                                        
                                                                            
                                                                                        PTE: 52","✔Public university
                                                                                                                ✔Scholarship
                                                                                                                ✔Accommodation",", Sheffield, UK",https://images.shiksha.com/mediadata/images/1401085051phpqdDPuQ_172x115.jpeg,MA Design (Illustration)
1630560744-190,https://studyabroad.shiksha.com/ms-in-abroad-dc11509,21,https://studyabroad.shiksha.com/ms-in-abroad-dc11509-21,Wilmington University, 13.0 Lakhs,"Eligibility
                                                                            
                                                                                        TOEFL: 46                                        
                                                                            
                                                                                        IELTS: 5.5                                        
                                                                                                                +1 more
                                        
                                                                                            
                                                                                                        PTE: 46","×Public university
                                                                                                                ✔Scholarship
                                                                                                                ×Accommodation",", New Castle, USA","data:image/png;base64,iVBORw0KGgoAAAANSUhEUgAAAAEAAAABCAYAAAAfFcSJAAAAAXNSR0IArs4c6QAAAARnQU1BAACxjwv8YQUAAAAJcEhZcwAADsQAAA7EAZUrDhsAAAANSURBVBhXYzh8+PB/AAffA0nNPuCLAAAAAElFTkSuQmCC",Master of Science in Information Systems Technologies
1630560941-875,https://studyabroad.shiksha.com/ms-in-abroad-dc11509,4,https://studyabroad.shiksha.com/ms-in-abroad-dc11509-4,King's College London, 28.8 Lakhs,"Eligibility
                                                                            
                                                                                        IELTS: 6.5","✔Public university
                                                                                                                ×Scholarship
                                                                                                                ✔Accommodation",", London, UK","data:image/png;base64,iVBORw0KGgoAAAANSUhEUgAAAAEAAAABCAYAAAAfFcSJAAAAAXNSR0IArs4c6QAAAARnQU1BAACxjwv8YQUAAAAJcEhZcwAADsQAAA7EAZUrDhsAAAANSURBVBhXYzh8+PB/AAffA0nNPuCLAAAAAElFTkSuQmCC",Data Science MSc
1630560755-230,https://studyabroad.shiksha.com/ms-in-abroad-dc11509,25,https://studyabroad.shiksha.com/ms-in-abroad-dc11509-25,University of Rome Tor Vergata, 2.3 Lakhs,"Eligibility
                                                                            
                                                                                        TOEFL: 65                                        
                                                                            
                                                                                        IELTS: 6","✔Public university
                                                                                                                ×Scholarship
                                                                                                                ✔Accommodation",", Rome, Italy","data:image/png;base64,iVBORw0KGgoAAAANSUhEUgAAAAEAAAABCAYAAAAfFcSJAAAAAXNSR0IArs4c6QAAAARnQU1BAACxjwv8YQUAAAAJcEhZcwAADsQAAA7EAZUrDhsAAAANSURBVBhXYzh8+PB/AAffA0nNPuCLAAAAAElFTkSuQmCC",M.Sc.ICT and Internet Engineering
1630560791-366,https://studyabroad.shiksha.com/ms-in-abroad-dc11509,39,https://studyabroad.shiksha.com/ms-in-abroad-dc11509-39,Alabama State University, 18.1 Lakhs,"Eligibility
                                                                            
                                            TOEFL is accepted but exact exam score is not published by the college                                            TOEFL: Accepted                                        
                                                                            
                                                                                        GRE: 314","✔Public university
                                                                                                                ×Scholarship
                                                                                                                ✔Accommodation",", Montgomery, USA","data:image/png;base64,iVBORw0KGgoAAAANSUhEUgAAAAEAAAABCAYAAAAfFcSJAAAAAXNSR0IArs4c6QAAAARnQU1BAACxjwv8YQUAAAAJcEhZcwAADsQAAA7EAZUrDhsAAAANSURBVBhXYzh8+PB/AAffA0nNPuCLAAAAAElFTkSuQmCC",M.S. in Biology
1630560854-621,https://studyabroad.shiksha.com/ms-in-abroad-dc11509,30,https://studyabroad.shiksha.com/ms-in-abroad-dc11509-30,Bond University, 33.4 Lakhs,"Eligibility
                                                                            
                                                                                        TOEFL: 79                                        
                                                                            
                                                                                        IELTS: 6.5                                        
                                                                                                                +1 more
                                        
                                                                                            
                                                                                                        PTE: 58","×Public university
                                                                                                                ✔Scholarship
                                                                                                                ✔Accommodation",", Robina, Australia","data:image/png;base64,iVBORw0KGgoAAAANSUhEUgAAAAEAAAABCAYAAAAfFcSJAAAAAXNSR0IArs4c6QAAAARnQU1BAACxjwv8YQUAAAAJcEhZcwAADsQAAA7EAZUrDhsAAAANSURBVBhXYzh8+PB/AAffA0nNPuCLAAAAAElFTkSuQmCC",Master of Sustainable Environments and Planning
1630560887-740,https://studyabroad.shiksha.com/ms-in-abroad-dc11509,18,https://studyabroad.shiksha.com/ms-in-abroad-dc11509-18,University of Delaware, 25.3 Lakhs,"Eligibility
                                                                            
                                                                                        TOEFL: 79                                        
                                                                            
                                                                                        IELTS: 6.5                                        
                                                                                                                +1 more
                                        
                                                                                            
                                                                                                        GRE: 308","✔Public university
                                                                                                                ✔Scholarship
                                                                                                                ✔Accommodation",", Newark, USA","data:image/png;base64,iVBORw0KGgoAAAANSUhEUgAAAAEAAAABCAYAAAAfFcSJAAAAAXNSR0IArs4c6QAAAARnQU1BAACxjwv8YQUAAAAJcEhZcwAADsQAAA7EAZUrDhsAAAANSURBVBhXYzh8+PB/AAffA0nNPuCLAAAAAElFTkSuQmCC",Master of Science in Computer Science
1630560725-122,https://studyabroad.shiksha.com/ms-in-abroad-dc11509,15,https://studyabroad.shiksha.com/ms-in-abroad-dc11509-15,University of Limerick, 18.0 Lakhs,"Eligibility
                                                                            
                                                                                        TOEFL: 90                                        
                                                                            
                                                                                        IELTS: 6.5                                        
                                                                                                                +1 more
                                        
                                                                                            
                                                                                                        PTE: 63","✔Public university
                                                                                                                ✔Scholarship
                                                                                                                ✔Accommodation",", Limerick, Ireland",https://images.shiksha.com/mediadata/images/1535457467php0UInsN_172x115.jpeg,Software Engineering MSc
1630560923-844,https://studyabroad.shiksha.com/ms-in-abroad-dc11509,8,https://studyabroad.shiksha.com/ms-in-abroad-dc11509-8,Northumbria University, 24.7 Lakhs,"Eligibility
                                                                            
                                                                                        IELTS: 6.5                                        
                                                                            
                                                                                        PTE: 62","✔Public university
                                                                                                                ×Scholarship
                                                                                                                ✔Accommodation",", Newcastle upon Tyne, UK","data:image/png;base64,iVBORw0KGgoAAAANSUhEUgAAAAEAAAABCAYAAAAfFcSJAAAAAXNSR0IArs4c6QAAAARnQU1BAACxjwv8YQUAAAAJcEhZcwAADsQAAA7EAZUrDhsAAAANSURBVBhXYzh8+PB/AAffA0nNPuCLAAAAAElFTkSuQmCC",Construction Project Management with BIM MSc
1630560932-865,https://studyabroad.shiksha.com/ms-in-abroad-dc11509,6,https://studyabroad.shiksha.com/ms-in-abroad-dc11509-6,Golden Gate University, 16.8 Lakhs,"Eligibility
                                                                            
                                                                                        TOEFL: 79                                        
                                                                            
                                                                                        IELTS: 6.5                                        
                                                                                                                +1 more
                                        
                                                                                            
                                                                                                        PTE: 57","×Public university
                                                                                                                ×Scholarship
                                                                                                                ×Accommodation",", San Francisco, USA","data:image/png;base64,iVBORw0KGgoAAAANSUhEUgAAAAEAAAABCAYAAAAfFcSJAAAAAXNSR0IArs4c6QAAAARnQU1BAACxjwv8YQUAAAAJcEhZcwAADsQAAA7EAZUrDhsAAAANSURBVBhXYzh8+PB/AAffA0nNPuCLAAAAAElFTkSuQmCC",Master of Science in Information Technology Management
1630560899-786,https://studyabroad.shiksha.com/ms-in-abroad-dc11509,14,https://studyabroad.shiksha.com/ms-in-abroad-dc11509-14,University of Central Florida, 21.8 Lakhs,"Eligibility
                                                                            
                                                                                        TOEFL: 80                                        
                                                                            
                                                                                        IELTS: 6.5                                        
                                                                                                                +1 more
                                        
                                                                                            
                                                    GRE is accepted but exact exam score is not published by the college                                                    GRE: Accepted","✔Public university
                                                                                                                ×Scholarship
                                                                                                                ✔Accommodation",", Orlando, USA","data:image/png;base64,iVBORw0KGgoAAAANSUhEUgAAAAEAAAABCAYAAAAfFcSJAAAAAXNSR0IArs4c6QAAAARnQU1BAACxjwv8YQUAAAAJcEhZcwAADsQAAA7EAZUrDhsAAAANSURBVBhXYzh8+PB/AAffA0nNPuCLAAAAAElFTkSuQmCC",Master of Science in Computer Science
1630560755-236,https://studyabroad.shiksha.com/ms-in-abroad-dc11509,25,https://studyabroad.shiksha.com/ms-in-abroad-dc11509-25,Jacobs University, 19.9 Lakhs,"Eligibility
                                                                            
                                                                                        TOEFL: 90                                        
                                                                            
                                                                                        IELTS: 6.5","×Public university
                                                                                                                ×Scholarship
                                                                                                                ✔Accommodation",", Bremen, Germany","data:image/png;base64,iVBORw0KGgoAAAANSUhEUgAAAAEAAAABCAYAAAAfFcSJAAAAAXNSR0IArs4c6QAAAARnQU1BAACxjwv8YQUAAAAJcEhZcwAADsQAAA7EAZUrDhsAAAANSURBVBhXYzh8+PB/AAffA0nNPuCLAAAAAElFTkSuQmCC",MSc Data Science for Society and Business
1630560823-496,https://studyabroad.shiksha.com/ms-in-abroad-dc11509,42,https://studyabroad.shiksha.com/ms-in-abroad-dc11509-42,Davenport University, 10.0 Lakhs,"Eligibility
                                                                            
                                                                                        TOEFL: 79                                        
                                                                            
                                                                                        IELTS: 7","×Public university
                                                                                                                ✔Scholarship
                                                                                                                ✔Accommodation",", Grand Rapids, USA","data:image/png;base64,iVBORw0KGgoAAAANSUhEUgAAAAEAAAABCAYAAAAfFcSJAAAAAXNSR0IArs4c6QAAAARnQU1BAACxjwv8YQUAAAAJcEhZcwAADsQAAA7EAZUrDhsAAAANSURBVBhXYzh8+PB/AAffA0nNPuCLAAAAAElFTkSuQmCC",Master of Science in Information Assurance
1630560776-312,https://studyabroad.shiksha.com/ms-in-abroad-dc11509,33,https://studyabroad.shiksha.com/ms-in-abroad-dc11509-33,New York Medical College, 25.0 Lakhs,"Eligibility
                                                                            
                                            TOEFL is accepted but exact exam score is not published by the college                                            TOEFL: Accepted                                        
                                                                            
                                            GRE is accepted but exact exam score is not published by the college                                            GRE: Accepted","×Public university
                                                                                                                ×Scholarship
                                                                                                                ✔Accommodation",", New York, USA","data:image/png;base64,iVBORw0KGgoAAAANSUhEUgAAAAEAAAABCAYAAAAfFcSJAAAAAXNSR0IArs4c6QAAAARnQU1BAACxjwv8YQUAAAAJcEhZcwAADsQAAA7EAZUrDhsAAAANSURBVBhXYzh8+PB/AAffA0nNPuCLAAAAAElFTkSuQmCC",M.S. in Biochemistry & Molecular Biology
1630560695-49,https://studyabroad.shiksha.com/ms-in-abroad-dc11509,7,https://studyabroad.shiksha.com/ms-in-abroad-dc11509-7,University of Maryland Baltimore County, 35.6 Lakhs,"Eligibility
                                                                            
                                                                                        TOEFL: 80                                        
                                                                            
                                                                                        IELTS: 6.5                                        
                                                                                                                +2 more
                                        
                                                                                            
                                                                                                        PTE: 53                                                
                                                                                            
                                                    GRE is accepted but exact exam score is not published by the college                                                    GRE: Accepted","✔Public university
                                                                                                                ×Scholarship
                                                                                                                ✔Accommodation",", Baltimore, USA","data:image/png;base64,iVBORw0KGgoAAAANSUhEUgAAAAEAAAABCAYAAAAfFcSJAAAAAXNSR0IArs4c6QAAAARnQU1BAACxjwv8YQUAAAAJcEhZcwAADsQAAA7EAZUrDhsAAAANSURBVBhXYzh8+PB/AAffA0nNPuCLAAAAAElFTkSuQmCC",M.S. in Computer Science
1630560791-361,https://studyabroad.shiksha.com/ms-in-abroad-dc11509,39,https://studyabroad.shiksha.com/ms-in-abroad-dc11509-39,Long Island University–Post Campus, 41.1 Lakhs,"Eligibility
                                                                            
                                                                                        TOEFL: 75                                        
                                                                            
                                                                                        IELTS: 6                                        
                                                                                                                +1 more
                                        
                                                                                            
                                                                                                        PTE: 58","×Public university
                                                                                                                ×Scholarship
                                                                                                                ✔Accommodation",", Oyster Bay, USA",https://images.shiksha.com/mediadata/images/1495781426phpBSYbMW_172x115.jpeg,Master of Science in Data Analytics and Strategic Business Intelligence program (MDA)
1630560849-605,https://studyabroad.shiksha.com/ms-in-abroad-dc11509,32,https://studyabroad.shiksha.com/ms-in-abroad-dc11509-32,Kaunas University of Technology, 4.5 Lakhs,"Eligibility
                                                                            
                                                                                        TOEFL: 85                                        
                                                                            
                                                                                        IELTS: 6","✔Public university
                                                                                                                ×Scholarship
                                                                                                                ✔Accommodation",", Kaunas, Lithuania","data:image/png;base64,iVBORw0KGgoAAAANSUhEUgAAAAEAAAABCAYAAAAfFcSJAAAAAXNSR0IArs4c6QAAAARnQU1BAACxjwv8YQUAAAAJcEhZcwAADsQAAA7EAZUrDhsAAAANSURBVBhXYzh8+PB/AAffA0nNPuCLAAAAAElFTkSuQmCC",Master of Industrial Engineering and Management
1630560843-587,https://studyabroad.shiksha.com/ms-in-abroad-dc11509,34,https://studyabroad.shiksha.com/ms-in-abroad-dc11509-34,Vilnius University, 6.8 Lakhs,"Eligibility
                                                                            
                                                                                        TOEFL: 65                                        
                                                                            
                                                                                        IELTS: 5.5","✔Public university
                                                                                                                ×Scholarship
                                                                                                                ✔Accommodation",", Vilnius, Lithuania","data:image/png;base64,iVBORw0KGgoAAAANSUhEUgAAAAEAAAABCAYAAAAfFcSJAAAAAXNSR0IArs4c6QAAAARnQU1BAACxjwv8YQUAAAAJcEhZcwAADsQAAA7EAZUrDhsAAAANSURBVBhXYzh8+PB/AAffA0nNPuCLAAAAAElFTkSuQmCC",Masters in Business Informatics
1630560805-427,https://studyabroad.shiksha.com/ms-in-abroad-dc11509,45,https://studyabroad.shiksha.com/ms-in-abroad-dc11509-45,Life University, 25.0 Lakhs,"Eligibility
                                                                            
                                                                                        TOEFL: 61                                        
                                                                            
                                                                                        IELTS: 5.5                                        
                                                                                                                +1 more
                                        
                                                                                            
                                                                                                        GRE: 280","×Public university
                                                                                                                ✔Scholarship
                                                                                                                ×Accommodation",", Marietta, USA","data:image/png;base64,iVBORw0KGgoAAAANSUhEUgAAAAEAAAABCAYAAAAfFcSJAAAAAXNSR0IArs4c6QAAAARnQU1BAACxjwv8YQUAAAAJcEhZcwAADsQAAA7EAZUrDhsAAAANSURBVBhXYzh8+PB/AAffA0nNPuCLAAAAAElFTkSuQmCC",Master of Science in Clinical Nutrition
1630560801-416,https://studyabroad.shiksha.com/ms-in-abroad-dc11509,43,https://studyabroad.shiksha.com/ms-in-abroad-dc11509-43,Frostburg State University, 15.5 Lakhs,"Eligibility
                                                                            
                                                                                        TOEFL: 79                                        
                                                                            
                                                                                        IELTS: 6","✔Public university
                                                                                                                ✔Scholarship
                                                                                                                ✔Accommodation",", Frostburg, USA","data:image/png;base64,iVBORw0KGgoAAAANSUhEUgAAAAEAAAABCAYAAAAfFcSJAAAAAXNSR0IArs4c6QAAAARnQU1BAACxjwv8YQUAAAAJcEhZcwAADsQAAA7EAZUrDhsAAAANSURBVBhXYzh8+PB/AAffA0nNPuCLAAAAAElFTkSuQmCC",Master of Science in Applied Computer Science
1630560854-619,https://studyabroad.shiksha.com/ms-in-abroad-dc11509,30,https://studyabroad.shiksha.com/ms-in-abroad-dc11509-30,University of Barcelona, 4.4 Lakhs,"Eligibility
                                                                            
                                            TOEFL is accepted but exact exam score is not published by the college                                            TOEFL: Accepted                                        
                                                                            
                                            IELTS is accepted but exact exam score is not published by the college                                            IELTS: Accepted","✔Public university
                                                                                                                ×Scholarship
                                                                                                                ×Accommodation",", Barcelona, Spain","data:image/png;base64,iVBORw0KGgoAAAANSUhEUgAAAAEAAAABCAYAAAAfFcSJAAAAAXNSR0IArs4c6QAAAARnQU1BAACxjwv8YQUAAAAJcEhZcwAADsQAAA7EAZUrDhsAAAANSURBVBhXYzh8+PB/AAffA0nNPuCLAAAAAElFTkSuQmCC",Master in Advanced Physics
1630560805-426,https://studyabroad.shiksha.com/ms-in-abroad-dc11509,45,https://studyabroad.shiksha.com/ms-in-abroad-dc11509-45,Coleman University, 17.5 Lakhs,"Eligibility
                                                                            
                                                                                        TOEFL: 75                                        
                                                                            
                                                                                        IELTS: 6","×Public university
                                                                                                                ✔Scholarship
                                                                                                                ×Accommodation",", San Diego, USA","data:image/png;base64,iVBORw0KGgoAAAANSUhEUgAAAAEAAAABCAYAAAAfFcSJAAAAAXNSR0IArs4c6QAAAARnQU1BAACxjwv8YQUAAAAJcEhZcwAADsQAAA7EAZUrDhsAAAANSURBVBhXYzh8+PB/AAffA0nNPuCLAAAAAElFTkSuQmCC",Master of Science in Information Systems Management
1630560791-362,https://studyabroad.shiksha.com/ms-in-abroad-dc11509,39,https://studyabroad.shiksha.com/ms-in-abroad-dc11509-39,Henley Business School, 23.9 Lakhs,"Eligibility
                                                                            
                                                                                        IELTS: 6.5                                        
                                                                            
                                                                                        PTE: 64","✔Public university
                                                                                                                ×Scholarship
                                                                                                                ✔Accommodation",", Reading, UK",https://images.shiksha.com/mediadata/images/1547093571php5MjyCu_172x115.jpeg,MSc Information Management & Digital Business – Big Data in Business
1630560761-244,https://studyabroad.shiksha.com/ms-in-abroad-dc11509,27,https://studyabroad.shiksha.com/ms-in-abroad-dc11509-27,Bath Spa University, 17.0 Lakhs,"Eligibility
                                                                            
                                                                                        IELTS: 6                                        
                                                                            
                                                                                        PTE: 51","✔Public university
                                                                                                                ×Scholarship
                                                                                                                ✔Accommodation",", Bath, UK","data:image/png;base64,iVBORw0KGgoAAAANSUhEUgAAAAEAAAABCAYAAAAfFcSJAAAAAXNSR0IArs4c6QAAAARnQU1BAACxjwv8YQUAAAAJcEhZcwAADsQAAA7EAZUrDhsAAAANSURBVBhXYzh8+PB/AAffA0nNPuCLAAAAAElFTkSuQmCC",MSc Creative Computing
1630560961-921,https://studyabroad.shiksha.com/ms-in-abroad-dc11509,2,https://studyabroad.shiksha.com/ms-in-abroad-dc11509-2,Coventry University, 26.6 Lakhs,"Eligibility
                                                                            
                                                                                        IELTS: 6.5","✔Public university
                                                                                                                ✔Scholarship
                                                                                                                ✔Accommodation",", Coventry, UK","data:image/png;base64,iVBORw0KGgoAAAANSUhEUgAAAAEAAAABCAYAAAAfFcSJAAAAAXNSR0IArs4c6QAAAARnQU1BAACxjwv8YQUAAAAJcEhZcwAADsQAAA7EAZUrDhsAAAANSURBVBhXYzh8+PB/AAffA0nNPuCLAAAAAElFTkSuQmCC",Computer Science MSc
1630560849-600,https://studyabroad.shiksha.com/ms-in-abroad-dc11509,32,https://studyabroad.shiksha.com/ms-in-abroad-dc11509-32,Middle Tennessee State University, 30.5 Lakhs,"Eligibility
                                                                            
                                                                                        TOEFL: 71                                        
                                                                            
                                                                                        IELTS: 6                                        
                                                                                                                +1 more
                                        
                                                                                            
                                                    GRE is accepted but exact exam score is not published by the college                                                    GRE: Accepted","✔Public university
                                                                                                                ×Scholarship
                                                                                                                ✔Accommodation",", Murfreesboro, USA","data:image/png;base64,iVBORw0KGgoAAAANSUhEUgAAAAEAAAABCAYAAAAfFcSJAAAAAXNSR0IArs4c6QAAAARnQU1BAACxjwv8YQUAAAAJcEhZcwAADsQAAA7EAZUrDhsAAAANSURBVBhXYzh8+PB/AAffA0nNPuCLAAAAAElFTkSuQmCC",Master of Science in Computer Science
1630560703-62,https://studyabroad.shiksha.com/ms-in-abroad-dc11509,9,https://studyabroad.shiksha.com/ms-in-abroad-dc11509-9,University of Cologne, 1.5 Lakhs,"Eligibility
                                                                            
                                                                                        TOEFL: 87                                        
                                                                            
                                                                                        IELTS: 6","✔Public university
                                                                                                                ×Scholarship
                                                                                                                ×Accommodation",", Cologne, Germany",https://images.shiksha.com/mediadata/images/1537941015phpgrJIql_172x115.jpeg,Master of Science in Information Systems
1630560687-38,https://studyabroad.shiksha.com/ms-in-abroad-dc11509,5,https://studyabroad.shiksha.com/ms-in-abroad-dc11509-5,Heidelberg University - Germany, 30.4 Thousand,"Eligibility
                                                                            
                                            IELTS is accepted but exact exam score is not published by the college                                            IELTS: Accepted","✔Public university
                                                                                                                ×Scholarship
                                                                                                                ✔Accommodation",", Heidelberg, Germany","data:image/png;base64,iVBORw0KGgoAAAANSUhEUgAAAAEAAAABCAYAAAAfFcSJAAAAAXNSR0IArs4c6QAAAARnQU1BAACxjwv8YQUAAAAJcEhZcwAADsQAAA7EAZUrDhsAAAANSURBVBhXYzh8+PB/AAffA0nNPuCLAAAAAElFTkSuQmCC",Master in Applied Computer Science
1630560923-842,https://studyabroad.shiksha.com/ms-in-abroad-dc11509,8,https://studyabroad.shiksha.com/ms-in-abroad-dc11509-8,Trent University, 21.6 Lakhs,"Eligibility
                                                                            
                                                                                        TOEFL: 93                                        
                                                                            
                                                                                        IELTS: 6.5","✔Public university
                                                                                                                ×Scholarship
                                                                                                                ✔Accommodation",", Peterborough, Canada","data:image/png;base64,iVBORw0KGgoAAAANSUhEUgAAAAEAAAABCAYAAAAfFcSJAAAAAXNSR0IArs4c6QAAAARnQU1BAACxjwv8YQUAAAAJcEhZcwAADsQAAA7EAZUrDhsAAAANSURBVBhXYzh8+PB/AAffA0nNPuCLAAAAAElFTkSuQmCC",Master of Science in Big Data Analytics: Applied Modelling and Quantitative Methods
1630560782-337,https://studyabroad.shiksha.com/ms-in-abroad-dc11509,35,https://studyabroad.shiksha.com/ms-in-abroad-dc11509-35,Universität Konstanz, 75.8 Thousand,"Eligibility
                                                                            
                                                                                        TOEFL: 70                                        
                                                                            
                                                                                        IELTS: 6","✔Public university
                                                                                                                ×Scholarship
                                                                                                                ×Accommodation",", Konstanz, Germany","data:image/png;base64,iVBORw0KGgoAAAANSUhEUgAAAAEAAAABCAYAAAAfFcSJAAAAAXNSR0IArs4c6QAAAARnQU1BAACxjwv8YQUAAAAJcEhZcwAADsQAAA7EAZUrDhsAAAANSURBVBhXYzh8+PB/AAffA0nNPuCLAAAAAElFTkSuQmCC",Master of Science in Physics
1630560718-104,https://studyabroad.shiksha.com/ms-in-abroad-dc11509,13,https://studyabroad.shiksha.com/ms-in-abroad-dc11509-13,Queen's University Belfast, 21.5 Lakhs,"Eligibility
                                                                            
                                                                                        IELTS: 6.5                                        
                                                                            
                                                                                        PTE: 62","✔Public university
                                                                                                                ×Scholarship
                                                                                                                ✔Accommodation",", Belfast, UK","data:image/png;base64,iVBORw0KGgoAAAANSUhEUgAAAAEAAAABCAYAAAAfFcSJAAAAAXNSR0IArs4c6QAAAARnQU1BAACxjwv8YQUAAAAJcEhZcwAADsQAAA7EAZUrDhsAAAANSURBVBhXYzh8+PB/AAffA0nNPuCLAAAAAElFTkSuQmCC",MSc Data Analytics
1630560849-606,https://studyabroad.shiksha.com/ms-in-abroad-dc11509,32,https://studyabroad.shiksha.com/ms-in-abroad-dc11509-32,Linkoping University, 10.3 Lakhs,"Eligibility
                                                                            
                                                                                        TOEFL: 90                                        
                                                                            
                                                                                        IELTS: 6.5                                        
                                                                                                                +1 more
                                        
                                                                                            
                                                                                                        PTE: 62","✔Public university
                                                                                                                ✔Scholarship
                                                                                                                ×Accommodation",", Linkoping, Sweden","data:image/png;base64,iVBORw0KGgoAAAANSUhEUgAAAAEAAAABCAYAAAAfFcSJAAAAAXNSR0IArs4c6QAAAARnQU1BAACxjwv8YQUAAAAJcEhZcwAADsQAAA7EAZUrDhsAAAANSURBVBhXYzh8+PB/AAffA0nNPuCLAAAAAElFTkSuQmCC",MSc Statistics and Data Mining
1630560899-788,https://studyabroad.shiksha.com/ms-in-abroad-dc11509,14,https://studyabroad.shiksha.com/ms-in-abroad-dc11509-14,The City College of New York, 21.1 Lakhs,"Eligibility
                                                                            
                                                                                        TOEFL: 73                                        
                                                                            
                                                                                        IELTS: 6","✔Public university
                                                                                                                ×Scholarship
                                                                                                                ✔Accommodation",", New York, USA","data:image/png;base64,iVBORw0KGgoAAAANSUhEUgAAAAEAAAABCAYAAAAfFcSJAAAAAXNSR0IArs4c6QAAAARnQU1BAACxjwv8YQUAAAAJcEhZcwAADsQAAA7EAZUrDhsAAAANSURBVBhXYzh8+PB/AAffA0nNPuCLAAAAAElFTkSuQmCC",M.S. in Computer Science
1630560771-283,https://studyabroad.shiksha.com/ms-in-abroad-dc11509,31,https://studyabroad.shiksha.com/ms-in-abroad-dc11509-31,California Lutheran University, 25.6 Lakhs,"Eligibility
                                                                            
                                            TOEFL is accepted but exact exam score is not published by the college                                            TOEFL: Accepted                                        
                                                                            
                                            IELTS is accepted but exact exam score is not published by the college                                            IELTS: Accepted                                        
                                                                                                                +2 more
                                        
                                                                                            
                                                    GRE is accepted but exact exam score is not published by the college                                                    GRE: Accepted                                                
                                                                                            
                                                    GMAT is accepted but exact exam score is not published by the college                                                    GMAT: Accepted","×Public university
                                                                                                                ×Scholarship
                                                                                                                ✔Accommodation",", Thousand Oaks, USA","data:image/png;base64,iVBORw0KGgoAAAANSUhEUgAAAAEAAAABCAYAAAAfFcSJAAAAAXNSR0IArs4c6QAAAARnQU1BAACxjwv8YQUAAAAJcEhZcwAADsQAAA7EAZUrDhsAAAANSURBVBhXYzh8+PB/AAffA0nNPuCLAAAAAElFTkSuQmCC",M.S. in Information Technology
1630560787-358,https://studyabroad.shiksha.com/ms-in-abroad-dc11509,37,https://studyabroad.shiksha.com/ms-in-abroad-dc11509-37,Dalarna University, 11.9 Lakhs,"Eligibility
                                                                            
                                                                                        TOEFL: 90                                        
                                                                            
                                                                                        IELTS: 6.5","✔Public university
                                                                                                                ✔Scholarship
                                                                                                                ×Accommodation",", Falun, Sweden","data:image/png;base64,iVBORw0KGgoAAAANSUhEUgAAAAEAAAABCAYAAAAfFcSJAAAAAXNSR0IArs4c6QAAAARnQU1BAACxjwv8YQUAAAAJcEhZcwAADsQAAA7EAZUrDhsAAAANSURBVBhXYzh8+PB/AAffA0nNPuCLAAAAAElFTkSuQmCC",Masters in Solar Energy Engineering
1630560725-129,https://studyabroad.shiksha.com/ms-in-abroad-dc11509,15,https://studyabroad.shiksha.com/ms-in-abroad-dc11509-15,Western Michigan University, 20.3 Lakhs,"Eligibility
                                                                            
                                                                                        TOEFL: 80                                        
                                                                            
                                                                                        IELTS: 6.5                                        
                                                                                                                +1 more
                                        
                                                                                            
                                                                                                        PTE: 54","✔Public university
                                                                                                                ×Scholarship
                                                                                                                ✔Accommodation",", Kalamazoo, USA","data:image/png;base64,iVBORw0KGgoAAAANSUhEUgAAAAEAAAABCAYAAAAfFcSJAAAAAXNSR0IArs4c6QAAAARnQU1BAACxjwv8YQUAAAAJcEhZcwAADsQAAA7EAZUrDhsAAAANSURBVBhXYzh8+PB/AAffA0nNPuCLAAAAAElFTkSuQmCC",Master of Science in Data Science
1630560819-481,https://studyabroad.shiksha.com/ms-in-abroad-dc11509,44,https://studyabroad.shiksha.com/ms-in-abroad-dc11509-44,Emporia State University, 21.9 Lakhs,"Eligibility
                                                                            
                                                                                        TOEFL: 79                                        
                                                                            
                                                                                        PTE: 49","✔Public university
                                                                                                                ✔Scholarship
                                                                                                                ✔Accommodation",", Emporia, USA","data:image/png;base64,iVBORw0KGgoAAAANSUhEUgAAAAEAAAABCAYAAAAfFcSJAAAAAXNSR0IArs4c6QAAAARnQU1BAACxjwv8YQUAAAAJcEhZcwAADsQAAA7EAZUrDhsAAAANSURBVBhXYzh8+PB/AAffA0nNPuCLAAAAAElFTkSuQmCC",Master of Science in Mathematics
